Date,Open,High,Low,Close,Volume,SMA_5,SMA_20,EMA_10,MOM_3,MOM_10,RSI_14,MACD,MACD_Signal,BB_Lower,BB_Upper,OBV
2016-06-20,-1.7802695644335187,-1.7858077023339796,-1.77850692607705,167.771,-0.8758251676134956,-1.7857123359728628,-1.7828006799002736,-1.782773926458654,-0.1633971497460155,-0.040239894065629604,0.2061339767504294,0.3683572676860342,0.5784053492308356,-1.766757336736469,-1.7748125658944671,-0.3233236014210355
2016-06-21,-1.7631563114179365,-1.7678970044919597,-1.7610504038295258,169.911,-0.8302889231769519,-1.7777368380151024,-1.7768160564423252,-1.7790479352720507,0.2383876063322948,-0.07121052843821724,0.47283390705686135,0.35847819168628886,0.5394103782593321,-1.7475992986456816,-1.7800381104068435,-0.2968954224928664
2016-06-22,-1.7536392024882046,-1.7287097820153856,-1.7443096795214181,174.041,-0.1674195612238733,-1.7706226020629598,-1.769618703518533,-1.7693573929632729,0.4971087487846358,-0.017684357618099847,0.9211593340802111,0.3815894988617492,0.5131315847956578,-1.731098469019585,-1.7807936425920186,-0.24543949404711524
2016-06-23,-1.728666659517747,-1.7415414558799827,-1.7407485847728201,173.056,-0.68088661809302,-1.7579754636771863,-1.764587664205551,-1.7630128773662905,0.31951475196855467,-0.029135038812926752,0.7553931363611324,0.3861421028243425,0.4930771662984763,-1.72157969979903,-1.7796176963884955,-0.2775086087065313
2016-06-24,-1.7388854907648783,-1.7312968828147886,-1.7865238629985167,170.807,0.5933431657330759,-1.749472266252869,-1.7602462075011054,-1.761438827043354,0.037816142635054034,-0.08611946905430322,0.38972556140076864,0.365194200144147,0.47257673614944384,-1.7064052180557099,-1.7844877976639657,-0.35768841558964326
2016-06-27,-1.7793924115367694,-1.7781415775571536,-1.7687989165237112,167.95,-0.44318293999095776,-1.7491563525253988,-1.7603737935279091,-1.7647456905972454,-0.41062955875778034,0.015976034082132762,-0.03177332776788035,0.31925894549336165,0.44640316432151594,-1.7066742608126522,-1.7844942428790806,-0.3987324330827304
2016-06-28,-1.8061982040614335,-1.7890783515051312,-1.7961423978094286,167.572,-0.28419535928265427,-1.7532844095564237,-1.7601102334656198,-1.7680592184687225,-0.3716705576492287,0.04698509355940231,-0.08566951187081377,0.27566397510823565,0.4161890002179668,-1.7059369410054128,-1.7846344219932038,-0.44577929453688053
2016-06-29,-1.776778495904456,-1.7729760284693827,-1.766132569199384,169.423,-0.5895284097263913,-1.7614346307489301,-1.7605013795547126,-1.7677934466485905,-0.10852079727844974,-0.05933717109190247,0.16914530110703743,0.25363565820152756,0.38733090364329664,-1.7061887546144852,-1.785138641903381,-0.41026079680651034
2016-06-30,-1.738008337868129,-1.7399061312944066,-1.7371874900242221,173.056,-0.3560251302898105,-1.7614346307489304,-1.758036187950317,-1.761733284927005,0.3080260185279767,0.2385726654970273,0.6142465184474837,0.2641340018866439,0.36647806379732645,-1.7051544985263902,-1.781493429049162,-0.3659259893706294
2016-07-04,-1.7104218792653576,-1.7151080346686922,-1.70824241084906,175.823,-0.40384946084041934,-1.7525819868551205,-1.7542615840431575,-1.7523249888908259,0.5098811395928767,0.34109084478494894,0.9079166261667966,0.29252296997251687,0.35583585530166323,-1.7061348418966324,-1.7737442578719234,-0.3233968701058536
