Date,Open,High,Low,Close,Volume,SMA_5,SMA_20,EMA_10,MOM_3,MOM_10,RSI_14,MACD,MACD_Signal,BB_Lower,BB_Upper,OBV
2016-06-20,167.074,168.239,166.089,167.771,9593763.3661193,167.0104,166.78915000000003,167.59417762987937,-2.2390000000000043,-0.09000000000000341,54.33891233852267,3.9770932986032506,5.579943125189327,157.51225198679708,176.066048013203,116308713.72498553
2016-06-21,169.025,170.309,168.04,169.911,10261318.25735,167.91420000000002,167.46695000000003,168.0154180608104,4.021000000000015,-0.8959999999999866,57.59503093537737,3.8857753757006037,5.241109575291583,159.51346444896478,175.42043555103527,126570031.98233552
2016-06-22,170.11,174.838,169.911,174.041,19978889.179023,168.7204,168.2821,169.1109784133903,8.051999999999992,0.4969999999999857,63.06860102103986,4.099406343503915,5.01276892893405,161.2371099353849,175.32709006461513,146548921.16135854
2016-06-23,172.957,173.355,170.309,173.056,12451534.880482,170.1536,168.85190000000006,169.82825506550117,5.285000000000025,0.19900000000001228,61.04477447371823,4.141488653395356,4.8385128738263115,162.23142258360085,175.47237741639927,134097386.28087653
2016-06-24,171.792,174.539,165.193,170.807,31131562.960758,171.11720000000003,169.34360000000004,170.00620868995549,0.8959999999999866,-1.2840000000000202,56.58036764118863,3.947855264810073,4.660381352023064,163.81652027616005,174.87067972384003,102965823.32011853
2016-06-27,167.174,169.125,167.174,167.95,15936237.120292,171.153,169.32915,169.632352564509,-6.091000000000008,1.3729999999999905,51.434320658728886,3.5232495584847072,4.432954993315393,163.7884165780936,174.8698834219064,87029586.19982654
2016-06-28,164.118,167.861,164.118,167.572,18266972.525902,170.68519999999998,169.359,169.25774300732553,-5.484000000000009,2.180000000000007,50.77630636095449,3.120276431779871,4.170419281008289,163.86543561208123,174.8525643879188,68762613.67392454
2016-06-29,167.472,169.722,167.472,169.423,13790833.270234,169.76160000000002,169.3147,169.28778973326635,-1.3839999999999861,-0.5869999999999891,53.887320489596824,2.916656159497961,3.919666656706224,163.8391316382489,174.7902683617511,82553446.94415854
2016-06-30,171.892,173.544,170.707,173.056,17213958.260779,169.7616,169.59390000000002,169.97291887267247,5.106000000000023,7.166000000000025,59.321526451329476,3.013698326120391,3.7384729905890577,163.9471680751095,175.24063192489055,99767405.20493755
2016-07-04,175.037,176.41,173.942,175.823,16512860.351324,170.7648,170.0214,171.03656998673202,8.251000000000005,9.834000000000003,62.90692183552211,3.2761137179058437,3.646001136052415,163.84476325889423,176.19803674110577,116280265.55626154
2016-07-05,175.913,175.913,173.056,173.355,9729901.6430133,171.8458,170.29610000000002,171.4581027164171,3.931999999999988,5.584000000000003,57.99674944320048,3.2474977004396806,3.5663004489298684,164.03590232698187,176.55629767301818,106550363.91324824
2016-07-06,171.105,172.469,170.01,171.304,11864718.93634,172.5922,170.32095,171.43008404070488,-1.7520000000000095,1.3930000000000007,54.209866901888795,3.0244566873201393,3.4579316966079228,164.04827997419517,176.59362002580485,94685644.97690824
2016-07-07,171.991,174.34,171.593,173.255,8156604.8834824,173.35860000000002,170.3065,171.76188694239488,-2.568000000000012,-0.7860000000000014,57.080694791714166,2.9708780395789915,3.360520965202137,164.0638323684587,176.5491676315413,102842249.86039063
2016-07-08,174.141,175.325,173.355,173.942,14067525.494216,173.5358,170.36075,172.15827113468671,0.5870000000000175,0.8859999999999957,58.07740198060199,2.9498477253706312,3.278386317235836,164.0068913340107,176.7146086659893,116909775.35460663
2016-07-11,176.798,177.674,176.112,176.898,13074080.076828,173.75080000000003,170.6011,173.02004001928913,5.593999999999994,6.091000000000008,62.15035240695913,3.1355607529809504,3.249821204384859,163.63726515507676,177.56493484492324,129983855.43143463
2016-07-12,178.57,178.57,175.425,177.774,14082464.424845,174.6346,171.16094999999999,173.88439637941838,4.5190000000000055,9.824000000000012,63.2886241533804,3.315209868596071,3.262898937227102,163.77191540812004,178.54998459187993,144066319.85627964
2016-07-13,177.674,178.57,177.276,178.073,11406088.039227,175.9884,171.795,174.64596067406958,4.131,10.501000000000005,63.690009959854265,3.4420322826125016,3.298725606304182,164.3145698688266,179.27543013117338,155472407.89550665
2016-07-14,177.475,180.82,176.798,180.342,12893813.229682,177.4058,172.3116,175.6816041878751,3.444000000000017,10.919000000000011,66.66829884342737,3.683171982681074,3.375614881579561,163.97244140556398,180.650758594436,168366221.12518865
2016-07-15,181.118,182.979,179.944,181.616,15760975.704068,178.94060000000002,173.0979,176.76058524462508,3.842000000000013,8.560000000000002,68.24335112239345,3.9317552578609423,3.4868429568358374,164.35247114529943,181.8433288547006,184127196.82925665
2016-07-18,180.82,182.591,180.541,181.805,10208977.24383,179.92200000000003,173.88870000000003,177.67775156378414,3.7319999999999993,5.981999999999999,68.48129955927324,4.096784829493487,3.6088313313673677,164.99089617634735,182.7865038236527,194336174.07308665
2016-07-19,181.317,181.805,179.944,180.143,11989635.684134,180.39580000000004,174.50730000000001,178.125978552187,-0.19900000000001228,6.788000000000011,63.943956738891075,4.046813299239858,3.696427724941866,165.680325407131,183.33427459286904,182346538.38895264
2016-07-20,181.218,182.79,180.342,182.392,13562917.373118,181.2596,175.13135,178.9016188154257,0.775999999999982,11.087999999999994,67.11878726079945,4.1409516923546335,3.7853325184244198,165.9163475349121,184.3463524650879,195909455.76207066
2016-07-21,182.979,183.278,181.118,181.417,15055142.628829,181.4746,175.50015000000002,179.35896084898468,-0.38800000000000523,8.162000000000006,64.46851793151251,4.089738733201187,3.8462137613797736,165.88708270320922,185.11321729679082,180854313.13324165
2016-07-22,181.805,182.392,180.441,182.004,7934193.7547377,181.5522,175.94755,179.83987705826019,1.86099999999999,8.061999999999983,65.35546721571735,4.049834121520291,3.8869378334078775,165.9868333807794,185.90826661922063,188788506.88797936
2016-07-25,183.676,184.761,182.004,184.761,7916511.9846028,182.1434,176.64524999999998,180.73462668403107,2.3689999999999998,7.8629999999999995,69.2393357607763,4.1923494927501395,3.94802016527633,166.255058777911,187.03544122208896,196705018.87258217
2016-07-26,182.979,186.423,182.979,183.079,14974943.207313,182.7306,177.4017,181.1608763778436,1.6620000000000061,5.305000000000007,64.4893559696144,4.122054134109675,3.982826959042999,167.48485856524363,187.31854143475638,181730075.66526917
2016-07-27,182.79,185.746,182.79,185.746,12300638.51952,183.40140000000002,178.3104,181.99453521823568,3.7420000000000186,7.673000000000002,68.21301505492261,4.232756583789012,4.032812883992202,168.86668963639957,187.7541103636004,194030714.18478918
2016-07-28,184.273,186.135,183.378,185.746,11850573.721173,184.2672,179.12654999999998,182.676619724011,0.9850000000000136,5.403999999999996,68.21301505492261,4.2712527300188015,4.080500853197522,170.10490744970696,188.148192550293,194030714.18478918
2016-07-29,185.846,186.513,183.278,183.278,13585642.752894,184.522,179.63764999999998,182.78596159237262,0.19899999999998386,1.6619999999999777,61.312922905288595,4.055860790682942,4.075572840694607,170.91066633407866,188.3646336659213,180445071.4318952
2016-08-01,183.776,184.462,181.019,181.317,21092450.872717,183.83319999999998,179.91235,182.51887766648667,-4.429000000000002,-0.48799999999999955,56.428603372222746,3.684452738033116,3.9973488201623084,171.34655979710604,188.47814020289397,159352620.5591782
2016-08-03,178.859,179.844,178.371,178.371,18735153.126131,182.8916,180.16315,181.7647180907618,-7.375,-1.7719999999999914,49.98627767535581,3.1164669105948235,3.8211724382488117,172.12849445044506,188.19780554955494,140617467.4330472
2016-08-04,179.546,180.441,178.57,179.446,9808875.3267277,181.6316,180.57025000000002,181.34313298335056,-3.8319999999999936,-2.945999999999998,52.13377654874845,2.7217034627660723,3.601278643152264,173.6823554511714,187.45814454882864,150426342.7597749
2016-08-05,179.844,182.89,179.356,181.417,10208744.152707,180.76580000000004,180.97835000000003,181.35656335001408,0.09999999999999432,0.0,55.874822755928356,2.5386300667433375,3.3887489278704788,175.00952088886876,186.9471791111313,160635086.9124819
2016-08-08,182.979,185.647,182.979,185.547,12116462.37255,181.2196,181.55860000000004,182.1184609227388,7.175999999999988,3.5430000000000064,62.490227875691595,2.6957249266486656,3.2501441276261165,176.2500881696822,186.8671118303179,172751549.2850319
2016-08-09,185.249,186.234,184.273,184.96,8276067.0980603,181.94819999999999,181.9617,182.63510439133174,5.51400000000001,0.19900000000001228,61.08837862582975,2.741258222282198,3.148366946557333,176.92593418879952,186.9974658112005,164475482.1869716
2016-08-10,183.875,185.746,183.776,184.761,7636294.2573875,183.2262,182.31105,183.02163086563502,3.343999999999994,1.681999999999988,60.592123464768605,2.729818402937724,3.0646572378334116,177.5358224121481,187.0862775878519,156839187.92958412
